length,fidelity
10,0.9999999999999999
20,0.9999999999999999
30,0.9999999999999999
40,0.9999999999999999
50,0.9999999999999999
60,0.9999999999999999
70,0.9999999999999999
80,0.9999999999999999
90,0.9999999999999999
100,0.9999999999999999
110,0.9999999999999999
120,0.9999999999999999
130,0.9999999999999999
140,0.9999999999999999
150,0.9999999999999999
160,0.9999999999999999
170,0.9999999999999999
180,0.9999999999999999
190,0.9999999999999999
200,0.9999999999999999
210,0.9999999999999999
220,0.9999999999999999
230,0.9999999999999999
240,0.9999999999999999
250,0.9999999999999999
260,0.9999999999999999
270,0.9999999999999999
280,0.9999999999999999
290,0.9999999999999999
300,0.9999999999999999
310,0.9999999999999999
320,0.9999999999999999
330,0.9999999999999999
340,0.9999999999999999
350,0.9999999999999999
360,0.9999999999999999
370,0.9999999999999999
380,0.9999999999999999
390,0.9999999999999999
400,0.9999999999999999
410,0.9999999999999999
420,0.9999999999999999
430,0.9999999999999999
440,0.9999999999999999
450,0.9999999999999999
460,0.9999999999999999
470,0.9999999999999999
480,0.9999999999999999
490,0.9999999999999999
500,0.9999999999999999
510,0.9999999999999999
520,0.9999999999999999
530,0.9999999999999999
540,0.9999999999999999
550,0.9999999999999999
560,0.9999999999999999
570,0.9999999999999999
580,0.9999999999999999
590,0.9999999999999999
600,0.9999999999999999
610,0.9999999999999999
620,0.9999999999999999
630,0.9999999999999999
640,0.9999999999999999
650,0.9999999999999999
660,0.9999999999999999
670,0.9999999999999999
680,0.9999999999999999
690,0.9999999999999999
700,0.9999999999999999
710,0.9999999999999999
720,0.9999999999999999
730,0.9999999999999999
740,0.9999999999999999
750,0.9999999999999999
760,0.9999999999999999
770,0.9999999999999999
780,0.9999999999999999
790,0.9999999999999999
800,0.9999999999999999
810,0.9999999999999999
820,0.9999999999999999
830,0.9999999999999999
840,0.9999999999999999
850,0.9999999999999999
860,0.9999999999999999
870,0.9999999999999999
880,0.9999999999999999
890,0.9999999999999999
900,0.9999999999999999
910,0.9999999999999999
920,0.9999999999999999
930,0.9999999999999999
940,0.9999999999999999
950,0.9999999999999999
960,0.9999999999999999
970,0.9999999999999999
980,0.9999999999999999
990,0.9999999999999999
1000,0.9999999999999999
